timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1549401939102,84,Log in transaction,200,"Number of samples in transaction : 2, number of failing samples : 0",Anonymous script 3-3,,true,,36771,1502,3,7,null,0,8258,0
1549401944025,83,Log in as Anonymous,200,OK,Anonymous script 3-3,text,true,,32232,1502,3,7,http://10.17.174.209/blog/,17,0,9
1549401947443,1,Debug Sampler,200,OK,Anonymous script 3-3,text,true,,4539,0,3,7,null,0,0,0
1549401942568,9,Open Users Page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Admin script 1-1,,true,,6881,1179,2,7,null,0,4920,0
1549401947483,9,Open Users Page,200,OK,Admin script 1-1,text,true,,6881,1179,2,7,http://10.17.174.209/blog/api/users?filter=1==1&order=UserName&skip=0&take=0,9,0,1
1549401944564,53,Open Home Page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-1,,true,,31695,1129,3,7,null,0,3639,0
1549401948181,53,Open Home Page,200,OK,Anonymous script 3-1,text,true,,31695,1129,3,7,http://10.17.174.209/blog/,47,0,3
1549401945690,53,Open Home Page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-2,,true,,31695,1129,3,7,null,0,3926,0
1549401949594,53,Open Home Page,200,OK,Anonymous script 3-2,text,true,,31695,1129,3,7,http://10.17.174.209/blog/,47,0,2
1549401951107,7,Get post info by POST_ID_VAL,200,OK,Editor script 2-2,text,true,,860,1175,2,8,http://10.17.174.209/blog/api/posts/d01bafbc-2f6d-4ccc-b8fd-609ecf1ee33d,7,0,1
1549401947444,54,Go To Main Blog page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-3,,true,,31695,1129,4,8,null,0,3799,0
1549401951238,54,Go To Main Blog page,200,OK,Anonymous script 3-3,text,true,,31695,1129,4,8,http://10.17.174.209/blog/,48,0,2
1549401948256,38,Open Random Page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-1,,true,,33090,1136,4,8,null,0,3786,0
1549401952037,38,Open Random Page ,200,OK,Anonymous script 3-1,text,true,,33090,1136,4,8,http://10.17.174.209/blog/?page=3,31,0,2
1549401952279,0,Determine action for Switch Controller - JSR223 Sampler,200,OK,Admin script 1-1,text,true,,0,0,2,8,null,0,0,0
1549401949669,64,Open Random Page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-2,,true,,32448,1136,4,8,null,0,3226,0
1549401952889,64,Open Random Page ,200,OK,Anonymous script 3-2,text,true,,32448,1136,4,8,http://10.17.174.209/blog/?page=5,58,0,2
1549401949811,14,Go to log in page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-4,,true,,4543,406,4,8,null,0,3305,0
1549401953103,14,Go to log in page,200,OK,Anonymous script 3-4,text,true,,4543,406,4,8,http://10.17.174.209/blog/Account/login.aspx,12,0,2
1549401951116,461,Change Post transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor script 2-2,,true,,182,2470,2,8,null,0,3445,0
1549401954561,461,Update post,200,OK,Editor script 2-2,,true,,182,2470,2,8,http://10.17.174.209/blog/api/posts/update/foo,461,0,2
1549401952080,254,Open Random Post transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-1,,true,,26668,1144,4,8,null,0,3866,0
1549401955947,254,Go to post  post/16-editor1,200,OK,Anonymous script 3-1,text,true,,26668,1144,4,8,http://10.17.174.209/blog/post/16-editor1,249,0,2
1549401951298,152,Open Home Page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-3,,true,,32598,1129,4,8,null,0,4785,0
1549401956068,152,Open Home Page,200,OK,Anonymous script 3-3,text,true,,32598,1129,4,8,http://10.17.174.209/blog/,146,0,1
1549401952959,154,Open First Post transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-2,,true,,26565,1145,4,8,null,0,4265,0
1549401957224,154,Go to post  post/124-editor2,200,OK,Anonymous script 3-2,text,true,,26565,1145,4,8,http://10.17.174.209/blog/post/124-editor2,149,0,1
1549401956202,37,Comment transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-1,,true,,26668,3358,4,8,null,0,3271,0
1549401959472,37,Comment,200,OK,Anonymous script 3-1,text,true,,26668,3358,4,8,http://10.17.174.209/blog/post/16-editor1,32,0,1
1549401955023,48,Open Predefined Date transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor script 2-1,,true,,33957,1147,2,8,null,0,4787,0
1549401959803,48,Open Predefined Date,200,OK,Editor script 2-1,text,true,,33957,1147,2,8,http://10.17.174.209/blog/2019/02/05/default,42,0,2
1549401956237,162,Open Random Post transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-3,,true,,26234,1145,4,8,null,0,3558,0
1549401959794,162,Go to post  post/429-editor2,200,OK,Anonymous script 3-3,text,true,,26234,1145,4,8,http://10.17.174.209/blog/post/429-editor2,157,0,2
1549401957380,39,Open Home Page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-2,,true,,32598,1129,4,8,null,0,4546,0
1549401961908,39,Open Home Page,200,OK,Anonymous script 3-2,text,true,,32598,1129,4,8,http://10.17.174.209/blog/,33,0,1
1549401953130,66,Log in transaction,200,"Number of samples in transaction : 2, number of failing samples : 0",Anonymous script 3-4,,true,,37676,1502,4,8,null,0,9179,0
1549401957559,66,Log in as Anonymous,200,OK,Anonymous script 3-4,text,true,,33135,1502,4,8,http://10.17.174.209/blog/,8,0,1
1549401962376,0,Debug Sampler,200,OK,Anonymous script 3-4,text,true,,4541,0,4,8,null,0,0,0
1549401959511,46,Open Home Page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-1,,true,,32598,1129,4,8,null,0,3665,0
1549401963158,46,Open Home Page,200,OK,Anonymous script 3-1,text,true,,32598,1129,4,8,http://10.17.174.209/blog/,40,0,1
1549401959858,182,Open Random Post transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor script 2-1,,true,,26215,1145,2,8,null,0,4390,0
1549401964242,182,Go to post  post/233-editor2,200,OK,Editor script 2-1,text,true,,26215,1145,2,8,http://10.17.174.209/blog/post/233-editor2,177,0,1
1549401959958,51,Open Home Page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-3,,true,,32598,1129,4,8,null,0,4733,0
1549401964675,51,Open Home Page,200,OK,Anonymous script 3-3,text,true,,32598,1129,4,8,http://10.17.174.209/blog/,45,0,2
1549401961966,44,Open Home Page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-2,,true,,32598,1129,5,9,null,0,4212,0
1549401966163,44,Open Home Page,200,OK,Anonymous script 3-2,text,true,,32598,1129,5,9,http://10.17.174.209/blog/,37,0,1
1549401962376,51,Go To Main Blog page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-4,,true,,32598,1129,5,9,null,0,4025,0
1549401966397,51,Go To Main Blog page,200,OK,Anonymous script 3-4,text,true,,32598,1129,5,9,http://10.17.174.209/blog/,45,0,1
1549401967825,8,Get post info by POST_ID_VAL,200,OK,Editor script 2-1,text,true,,846,1175,2,9,http://10.17.174.209/blog/api/posts/c5d1bfa8-0ec0-4599-aa89-1ce65cf1187e,8,0,1
1549401964810,9,Go to log in page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-5,,true,,4543,406,5,9,null,0,3028,0
1549401967832,9,Go to log in page,200,OK,Anonymous script 3-5,text,true,,4543,406,5,9,http://10.17.174.209/blog/Account/login.aspx,8,0,2
1549401964743,70,Open Random Page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-3,,true,,30589,1137,5,9,null,0,3281,0
1549401968020,70,Open Random Page ,200,OK,Anonymous script 3-3,text,true,,30589,1137,5,9,http://10.17.174.209/blog/?page=99,62,0,1
1549401963223,178,Open First Post transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-1,,true,,26496,1145,5,9,null,0,4834,0
1549401968057,178,Go to post  post/224-editor1,200,OK,Anonymous script 3-1,text,true,,26496,1145,5,9,http://10.17.174.209/blog/post/224-editor1,174,0,3
1549401966223,42,Open Random Page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-2,,true,,32288,1136,5,9,null,0,3418,0
1549401969635,42,Open Random Page ,200,OK,Anonymous script 3-2,text,true,,32288,1136,5,9,http://10.17.174.209/blog/?page=7,36,0,1
