timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1548507644335,145,Go to log in page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Main script 1-1,,true,,4674,173,1,1,null,0,4840,0
1548507648823,145,Go to log in page,200,OK,Main script 1-1,text,true,,4674,173,1,1,http://10.17.172.226/blog/Account/login.aspx,145,0,21
1548507649322,102,Log in transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Main script 1-1,,true,,31021,1148,2,2,null,0,4404,0
1548507653709,102,Log in as Anonymous,200,OK,Main script 1-1,text,true,,31021,1148,2,2,http://10.17.172.226/blog/,46,0,12
1548507649335,15,Go to log in page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Main script 1-2,,true,,4674,173,2,2,null,0,4912,0
1548507654232,15,Go to log in page,200,OK,Main script 1-2,text,true,,4674,173,2,2,http://10.17.172.226/blog/Account/login.aspx,14,0,2
1548507653829,205,Go To Main Blog page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Main script 1-1,,true,,30526,896,3,3,null,0,3376,0
1548507657198,205,Go To Main Blog page,200,OK,Main script 1-1,text,true,,30526,896,3,3,http://10.17.172.226/blog/,199,0,2
1548507654262,51,Log in transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Main script 1-2,,true,,31021,1156,3,3,null,0,3121,0
1548507657375,51,Log in as Anonymous,200,OK,Main script 1-2,text,true,,31021,1156,3,3,http://10.17.172.226/blog/,10,0,2
1548507654336,14,Go to log in page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Main script 1-3,,true,,4674,173,3,3,null,0,3452,0
1548507657771,14,Go to log in page,200,OK,Main script 1-3,text,true,,4674,173,3,3,http://10.17.172.226/blog/Account/login.aspx,13,0,2
1548507657435,29,Go To Main Blog page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Main script 1-2,,true,,30526,896,4,4,null,0,3988,0
1548507661415,29,Go To Main Blog page,200,OK,Main script 1-2,text,true,,30526,896,4,4,http://10.17.172.226/blog/,24,0,2
1548507657804,52,Log in transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Main script 1-3,,true,,31021,1146,4,4,null,0,4019,0
1548507661816,52,Log in as Anonymous,200,OK,Main script 1-3,text,true,,31021,1146,4,4,http://10.17.172.226/blog/,18,0,4
1548507657412,38,Open Predefined Date transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Main script 1-1,,true,,30529,914,4,4,null,0,4555,0
