timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1539955700495,41,Go to log in page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Create 100 posts 1-1,,true,,4467,170,1,1,0,157,0
1539955700695,53,Log in transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Create 100 posts 1-1,,true,,20124,1133,1,1,0,15,0
1539955701487,90,Go to log in page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Create 100 posts 1-2,,true,,4467,170,2,2,0,30,0
1539955701608,96,Log in transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Create 100 posts 1-2,,true,,20124,1113,2,2,0,11,0
1539955700764,15392,Add post transaction,200,"Number of samples in transaction : 50, number of failing samples : 0",Create 100 posts 1-1,,true,,61580,101257,2,2,0,8848,0
1539955701716,7813,Add post transaction,200,"Number of samples in transaction : 50, number of failing samples : 0",Create 100 posts 1-2,,true,,56111,95805,2,2,0,15787,0
1539955725005,664,Log out transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Create 100 posts 1-1,,true,,29804,1036,2,2,0,1,0
1539955725317,373,Log out transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Create 100 posts 1-2,,true,,29804,1036,1,1,0,0,0
